token_row_index,token_id,segment_id,text,text_stripped,start_sec,end_sec,duration_sec,is_empty,is_punctuation_like,prev_text,next_text,prev_end_sec,next_start_sec,gap_from_prev_sec,gap_to_next_sec,is_repeat_with_prev,near_30s_boundary,has_diar_overlap,best_overlap_sec,best_overlap_ratio,total_overlap_sec,total_overlap_ratio,best_speaker,best_diar_segment_id,speaker_count_overlapping,gap_from_prev_sec_filled
15815,15815,,,,6027.76,6027.76,0.0,True,False,,,6025.18,6027.76,2.5799999999999272,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.5799999999999272
19030,19030,,,,7191.28,7191.92,0.6400000000003274,True,False,,,7188.72,7191.92,2.5599999999994907,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.5599999999994907
20997,20997,,,,7951.58,7952.02,0.4400000000005093,True,False,,,7949.04,7952.02,2.5399999999999636,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.5399999999999636
27672,27672,,,,11476.080000000002,11476.560000000001,0.47999999999956344,True,False,,,11473.6,11476.560000000001,2.4800000000013824,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.4800000000013824
11825,11825,,,,4552.3,4552.38,0.07999999999992724,True,False,,,4549.84,4552.38,2.4600000000000364,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.4600000000000364
37050,37050,,,,14744.3,14744.74,0.4400000000005093,True,False,,,14741.84,14744.74,2.459999999999127,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.459999999999127
23064,23064,,,,8785.08,8785.48,0.3999999999996362,True,False,,,8782.64,8785.48,2.4400000000005093,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.4400000000005093
36148,36148,,,,14464.72,14465.16,0.4400000000005093,True,False,,,14462.3,14465.16,2.4200000000000728,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.4200000000000728
26606,26606,,,,11122.600000000002,11123.060000000001,0.4599999999991269,True,False,,,11120.2,11123.060000000001,2.400000000001455,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.400000000001455
40,40,,,,29.08,29.56,0.4800000000000004,True,False,,,26.68,29.56,2.3999999999999986,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.3999999999999986
16860,16860,,,,6384.9,6385.46,0.5600000000004002,True,False,,,6382.5,6385.46,2.399999999999636,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.399999999999636
27335,27335,,,,11363.08,11363.48,0.3999999999996362,True,False,,,11360.68,11363.48,2.399999999999636,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.399999999999636
22337,22337,,,,8503.78,8504.54,0.7600000000002183,True,False,,,8501.4,8504.54,2.3800000000010186,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.3800000000010186
2529,2529,,,,818.9,818.98,0.08000000000004093,True,False,,,816.54,818.98,2.3600000000000136,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.3600000000000136
11853,11853,,,,4565.86,4566.46,0.6000000000003638,True,False,,,4563.5,4566.46,2.3599999999996726,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.3599999999996726
21471,21471,,,,8183.5,8183.52,0.020000000000436557,True,False,,,8181.16,8183.52,2.3400000000001455,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.3400000000001455
21772,21772,,,,8291.02,8291.5,0.47999999999956344,True,False,,,8288.68,8291.5,2.3400000000001455,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.3400000000001455
23221,23221,,,,8842.52,8843.04,0.5200000000004366,True,False,,,8840.24,8843.04,2.280000000000655,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.280000000000655
35481,35481,,,,14219.7,14219.92,0.21999999999934516,True,False,,,14217.42,14219.92,2.280000000000655,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.280000000000655
14185,14185,,,,5478.58,5479.08,0.5,True,False,,,5476.3,5479.08,2.2799999999997453,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.2799999999997453
23624,23624,,,,8992.32,8992.72,0.3999999999996362,True,False,,,8990.1,8992.72,2.219999999999345,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.219999999999345
31696,31696,,,,12802.740000000002,12803.140000000001,0.3999999999996362,True,False,,,12800.54,12803.140000000001,2.2000000000007276,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.2000000000007276
8927,8927,,,,2977.96,2978.3,0.3400000000001455,True,False,,,2975.76,2978.3,2.199999999999818,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.199999999999818
27284,27284,,,,11344.82,11345.26,0.4400000000005093,True,False,,,11342.62,11345.26,2.1999999999989086,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.1999999999989086
4324,4324,,,,1414.04,1414.1,0.05999999999994543,True,False,,,1411.86,1414.1,2.1800000000000637,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.1800000000000637
28989,28989,,,,11894.720000000001,11895.2,0.47999999999956344,True,False,,,11892.56,11895.2,2.1600000000016735,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.1600000000016735
6609,6609,,,,2156.8,2157.06,0.25999999999976353,True,False,,,2154.64,2157.06,2.1600000000003092,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.1600000000003092
32751,32751,,,,13266.380000000001,13266.86,0.47999999999956344,True,False,,,13264.24,13266.86,2.140000000001237,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.140000000001237
27920,27920,,,,11568.939999999999,11569.3,0.3600000000005821,True,False,,,11566.82,11569.3,2.1199999999989814,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.1199999999989814
26361,26361,,,,11052.44,11052.84,0.3999999999996362,True,False,,,11050.34,11052.84,2.100000000000364,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.100000000000364
28537,28537,,,,11750.220000000001,11750.54,0.31999999999970896,True,False,,,11748.12,11750.54,2.100000000000364,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.100000000000364
29122,29122,,,,11943.78,11943.78,0.0,True,False,,,11941.68,11943.78,2.100000000000364,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.100000000000364
7579,7579,,,,2533.98,2534.42,0.44000000000005457,True,False,,,2531.88,2534.42,2.099999999999909,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.099999999999909
13741,13741,,,,5324.32,5324.48,0.15999999999985448,True,False,,,5322.22,5324.48,2.0999999999994543,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.0999999999994543
19357,19357,,,,7314.279999999999,7314.879999999999,0.6000000000003638,True,False,,,7312.18,7314.879999999999,2.099999999998545,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.099999999998545
23127,23127,,,,8805.740000000002,8806.2,0.4599999999991269,True,False,,,8803.66,8806.2,2.0800000000017462,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.0800000000017462
26825,26825,,,,11197.5,11197.94,0.4400000000005093,True,False,,,11195.44,11197.94,2.0599999999994907,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.0599999999994907
37210,37210,,,,14819.68,14820.24,0.5599999999994907,True,False,,,14817.66,14820.24,2.0200000000004366,0.0,False,False,False,0.0,0.0,0.0,0.0,,,0,2.0200000000004366
